Date, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66
2000-01-31,.7283,.7370,.7247,.7245,.7252,.7244,.7194,.7284,.7292,.7278,.7272,.7248,.7257,.7291,.7291,.7307,.7307,.7301,.7307,.7307,.7320,.7307,.7311,.7320,.7321,.7228,.7197,.7132,.7232,.7146,.7144,.7139,.7237,.7203,.7175,.7159,.7161,.7615,.7636,.7335,.7313,.7257,.7261,.7205,.7268,.7213,.7469,.7490,.7313,.7271,.7163,.7220,.7271,.7234,.7978,.7608,.7379,.7563,.7186,.7176,.7176,.7174,.7280,.7269,.7265,.7290
2000-02-29,1.1731,.8545,.9268,.9992,1.1599,.7791,1.1034,.9655,.9660,1.2658,.8158,.9247,.7591,1.0671,.8973,1.2730,.8179,.9509,1.0449,.8623,1.2481,.8067,1.0175,1.1319,1.0397,.6893,.6229,.6237,.8474,.6866,.5692,.5940,.9673,.6985,.6802,.5677,.5937,1.1238,.8657,.7649,.6346,.5706,.6090,.6307,.6230,.7104,.6512,.6180,.5818,.5913,.7715,.7409,.6793,.7067,.8279,.6822,.6009,.6708,.6823,.7255,.6416,.7581,.6303,.6105,.5873,.6348
2000-03-31,.5259,.4957,.4563,.4546,.5115,.4673,.4775,.4888,.4989,.5153,.4647,.5153,.4223,.5054,.5517,.5520,.4699,.5385,.5416,.5263,.6242,.4939,.5839,.5950,.5413,.4182,.4089,.3972,.4879,.4269,.3964,.4002,.4834,.4426,.4065,.3981,.4004,.5706,.5216,.4356,.4233,.4062,.4092,.4024,.4106,.4077,.4465,.4448,.4136,.4095,.4048,.4104,.4138,.4106,.5532,.4693,.4266,.4605,.4031,.4041,.4001,.4052,.4141,.4108,.4090,.4149
2000-04-30,.8073,.4498,.6820,.7180,.8101,.4495,.7357,.6673,.6750,.9333,.3814,.7480,.2924,.7875,.7425,.9646,.4537,.7667,.8384,.6923,1.1184,.5442,.8831,1.0217,.9567,.5766,.4393,.3949,.6832,.5086,.2920,.3448,.8800,.4579,.5101,.2920,.3493,.8744,.4666,.6809,.4339,.5198,.4670,.5799,.4838,.7172,.7598,.5695,.3893,.5636,1.1013,.8704,.6738,.7750,.9940,.6608,.4366,.6331,.6138,.7640,.5568,.9156,.5171,.5246,.4460,.6323
2000-05-31,.4308,.2703,.7742,.8615,.4071,.2523,.3703,.6727,.8263,.4912,.2077,.7950,.1746,.8634,.7702,.5553,.2401,.8154,.9195,.6794,.7520,.3579,.9852,1.1266,.9150,.5200,.4427,.3906,.7275,.5115,.3463,.3672,.8161,.2873,.5447,.3692,.4026,.5589,.2683,.7558,.5169,.5464,.5084,.4988,.4656,.6024,.8267,.6411,.4837,.6277,.8437,.7231,.6310,.6770,.9678,.7212,.5748,.6992,.6585,.6794,.5736,.7262,.6306,.5675,.5022,.6386
2000-06-30,.2198,.1610,4.1638,.2162,.1734,.1503,.1763,.2517,.3571,.1948,.1299,6.1901,.1075,.2435,7.7098,.2070,.1463,4.3718,.2681,7.2188,.3017,.1907,5.0916,.2937,6.0398,6.1370,5.4607,5.1185,6.8897,5.7841,4.5828,4.7608,.3366,.1731,4.8918,4.3681,4.5513,.2154,.1628,4.8976,4.4737,6.0614,6.8017,6.8939,6.8509,8.1167,8.4731,7.0694,6.5389,7.9717,9.5551,9.0675,8.0956,8.5778,8.0273,7.2907,6.8229,7.2594,8.8545,9.0350,8.0963,9.1436,7.9164,7.3756,6.7484,7.8796
2000-07-31,.8587,.1102,3.3262,2.3428,.1223,.1021,.1186,3.1387,2.9592,.1378,.0877,3.2511,.0706,2.3081,2.2282,.1477,.1012,4.6421,2.2856,2.2177,1.7629,.1354,5.5570,3.0248,4.5320,1.7110,1.4274,1.3702,2.2122,1.6383,1.1368,1.1921,3.6568,.7359,1.4473,1.0934,1.1605,2.6151,.1123,1.6334,1.2506,1.3153,1.0733,1.2687,1.0604,1.3942,1.7048,1.2825,.9822,1.2798,1.6564,1.4897,1.2627,1.3685,1.7063,1.2636,1.0334,1.2211,1.2696,1.2777,1.0528,1.3781,1.1364,1.0618,.9647,1.1617
2000-08-31,3.2490,.3654,.7379,5.4540,2.6105,.3269,1.3788,1.9327,5.4117,1.8797,.0565,.9464,.0445,5.9144,.8933,1.7387,.0667,.9010,6.3817,.9001,5.3739,.4939,1.3394,6.1464,1.7684,1.1376,.9428,.7587,1.2920,.8163,.7143,.6757,1.8541,.9897,.8093,.7227,.7476,1.8015,.5774,.9175,.8454,1.1069,.7382,.9671,.7167,1.0293,1.3639,.9525,.6965,.9492,1.4228,1.1114,.8602,.9797,1.5825,.9393,.6973,.8354,.9248,.9748,.8270,1.0781,.8216,.7830,.7047,.8273
2000-09-30,1.0963,.3116,2.6865,4.6417,.8821,.3247,.9282,2.0074,4.0806,1.2594,.0494,3.3763,.0273,5.3736,3.5824,2.1169,.0423,3.4521,5.8970,3.5463,4.7580,.7114,4.0612,6.8521,4.2591,3.3665,3.0312,2.8383,3.6685,3.0648,2.6358,2.6946,1.9726,.6954,2.9348,2.6156,2.6903,1.8116,.3605,3.1831,2.8827,3.3723,3.3461,3.3976,3.2407,3.7245,4.2376,3.6532,3.2746,3.7686,4.2721,3.9419,3.5512,3.7392,4.3026,3.6192,3.1241,3.5408,3.4690,3.6080,3.1465,3.7821,3.3259,3.2459,3.0762,3.4597
2000-10-31,.3740,.1592,.5450,.9901,.3164,.2298,.3163,.4474,.8778,.9114,.4416,.6651,.0179,1.2911,.6484,2.9783,.9622,.7333,1.5524,.7235,1.3311,1.4165,.9102,2.4419,1.3060,.9769,.9246,.7585,1.0513,.7266,.8336,.7608,.7251,.3996,.8313,.8775,.8727,.4911,.1854,.9383,1.0131,1.1787,.9390,1.0194,.8590,1.0283,1.2245,1.0181,.8409,.9574,1.2999,1.0442,.8831,.9684,1.2861,.8875,.6681,.8355,.9371,.9644,.8043,1.0601,.8109,.8230,.8020,.8331
2000-11-30,.5601,.1666,.5204,.8969,.4087,.1648,.3931,.4353,.7447,.5389,.0756,.6037,.0109,.9615,.5129,.7209,.1552,.6344,1.0793,.5713,1.2236,.5033,.8339,1.3959,1.0784,.6230,.5070,.4063,.7174,.4539,.3517,.3496,.7899,.4139,.5081,.3600,.3830,.5681,.1782,.6062,.4293,.4841,.5252,.6008,.4830,.6399,.6864,.5192,.4146,.5203,.8916,.6870,.5456,.6200,.8655,.5754,.4016,.5143,.5998,.6378,.4901,.7124,.5072,.4554,.4225,.4952
2000-12-31,.1952,.0823,.2526,.4665,.1554,.0864,.1221,.2134,.4214,.2026,.0961,.3071,.0126,.5318,.2936,.3207,.1340,.3406,.6015,.3323,.5569,.2843,.4254,.7103,.5010,.3147,.2704,.2390,.3697,.2633,.2218,.2242,.2635,.1850,.2504,.2197,.2272,.2294,.0969,.2719,.2422,.2879,.2899,.2978,.2687,.3300,.4005,.3185,.2624,.3114,.4161,.3520,.3023,.3281,.4704,.3234,.2526,.3070,.3285,.3285,.2823,.3482,.2964,.2737,.2558,.2901
2001-01-31,.6609,.2439,.5799,.7432,.6687,.2303,.5836,.6284,.7464,.6368,.2288,.6109,.4514,.8086,.6032,.7490,.2675,.6787,.8487,.6768,.8925,.3498,.6940,.9259,.7745,.3717,.2493,.3590,.5220,.4110,.2043,.2659,.6251,.2672,.3601,.1936,.1894,.5426,.2162,.3360,.1794,.1811,.1822,.1874,.1689,.2076,.2542,.2012,.1649,.1956,.2622,.2214,.1899,.2063,.3009,.2044,.1585,.1936,.2063,.2066,.1772,.2192,.1860,.1718,.1606,.1822
2001-02-28,.0983,.0527,.1128,.1920,.0820,.0502,.0691,.0997,.1753,.0941,.0457,.1305,.0255,.2145,.1240,.1431,.0694,.1439,.2411,.1409,.2204,.1187,.1734,.2796,.2004,.1248,.1039,.0968,.1498,.1104,.0857,.0920,.1185,.0842,.1050,.0845,.0898,.1067,.0570,.1088,.0919,.1046,.1063,.1095,.0976,.1200,.1463,.1162,.0953,.1130,.1515,.1280,.1097,.1192,.1749,.1183,.0916,.1120,.1192,.1194,.1024,.1267,.1075,.0993,.0928,.1053
2001-03-31,.4147,.1336,.4638,.4721,.4157,.1438,.3282,.4126,.4638,.4027,.0880,.4729,.0245,.4869,.4667,.4883,.1197,.4352,.4823,.4682,.6250,.2310,.4890,.5974,.7022,.5703,.5029,.5017,.5650,.5019,.4373,.4574,.5373,.1951,.4917,.4272,.4504,.4517,.1378,.4813,.4248,.5075,.3669,.4775,.3566,.4378,.4616,.3868,.3024,.3359,.4759,.3714,.2754,.3301,.3772,.2166,.1284,.1863,.2069,.2538,.1691,.3367,.1593,.2201,.2417,.2093
2001-04-30,.2940,.0848,.4088,.4453,.2869,.0891,.1522,.4114,.4485,.3307,.0945,.4399,.0950,.5221,.4194,.3920,.1077,.4861,.5562,.4161,.6568,.1983,.5261,.6470,.6295,.3643,.3089,.2757,.4601,.2895,.2395,.2350,.4495,.1822,.2666,.2274,.2415,.3771,.0777,.2698,.2326,.3516,.3555,.3348,.2776,.3426,.5166,.3614,.2978,.4041,.4921,.3712,.3037,.3347,.5309,.3274,.2192,.3074,.3101,.2950,.2108,.3474,.3279,.2669,.2373,.2903
2001-05-31,.8157,.1683,1.5394,1.7784,.6648,.1521,.4719,1.5259,1.7693,.6876,.0412,1.9680,.0171,2.0751,1.9406,1.0395,.0459,2.0711,2.0899,1.7019,1.7341,.4731,2.6445,2.7945,2.5465,1.5131,1.2124,.9939,1.8385,1.2421,.8007,.8362,1.7291,.4714,1.0642,.7675,.8413,1.3086,.2014,1.3183,.9930,1.3710,1.1143,1.3971,1.1235,1.6372,1.8962,1.4039,1.0463,1.4930,2.2336,1.9346,1.5420,1.7330,1.9310,1.5933,1.3671,1.5915,1.8654,1.8492,1.4729,1.9181,1.6761,1.4065,1.1812,1.5996
2001-06-30,.2839,.0790,.2616,.3658,.2733,.1097,.1730,.2858,.3050,.4595,.0441,.3870,.0124,.5906,.3930,.5991,.0377,.4378,1.1515,.2830,1.2833,.3195,.6503,1.3082,.4838,.2494,.1881,.1441,.3352,.1814,.1179,.1220,.3875,.1981,.1669,.1137,.1215,.2774,.0718,.2706,.1855,.2830,.2850,.2882,.2584,.3485,.4347,.3171,.2404,.3153,.4323,.3765,.3023,.3382,.4367,.2918,.2092,.2728,.2967,.3200,.2345,.3583,.2738,.2416,.2148,.2677
2001-07-31,.2930,.0701,5.4121,1.1240,.1916,.0851,.1392,1.3850,1.4506,.2533,.0437,6.7485,.0096,1.2481,6.5471,.3441,.0424,5.3184,1.2732,5.9226,.8034,.2426,7.2485,1.6230,7.1292,5.0495,4.4413,4.1502,6.1683,4.8354,3.6902,3.8286,1.4371,.2689,4.2252,3.5612,3.7592,.9961,.0632,4.5576,3.9495,4.9186,4.9920,5.0865,4.8954,5.8595,6.9797,5.5775,4.8940,6.0084,7.0497,6.6207,5.9548,6.2675,6.8937,5.9738,5.4897,5.9419,6.7446,6.5232,5.8517,6.5169,6.1899,5.5873,5.0787,6.0470
2001-08-31,2.0432,.1409,3.1335,4.9650,1.2639,.1747,.5449,4.3374,5.5872,.8298,.0233,3.5335,.0068,5.3500,3.5199,1.0045,.0229,4.4707,5.6539,3.2880,4.2323,.4071,4.7955,5.9918,4.2182,2.7380,2.3659,2.1424,3.4396,2.5353,1.9116,1.9934,5.3169,1.1799,2.3536,1.9097,2.0418,3.4426,.2050,2.6667,2.3389,2.5822,2.1116,2.2655,1.9299,2.3897,3.3060,2.4707,1.9870,2.3819,3.0280,2.5303,2.1609,2.3399,3.3448,2.3720,1.9428,2.2895,2.6904,2.4518,2.0825,2.5186,2.4814,2.1404,1.9630,2.2616
2001-09-30,1.8567,.4932,1.0710,4.7026,2.0386,.6336,1.7130,1.0074,3.6111,2.7041,.0171,1.2805,.0046,5.5630,1.2263,3.5411,.0163,1.2415,6.1668,1.1252,4.9906,1.1885,1.6273,7.3785,1.8934,1.2520,1.1206,1.0174,1.5407,1.1081,.9685,.9670,.7485,.7117,1.1214,1.0133,1.0444,1.0147,.4833,1.2913,1.1834,1.2661,1.1967,1.1606,1.0171,1.2061,1.5739,1.2416,1.0299,1.1811,1.5936,1.2945,1.1201,1.2056,1.6750,1.1988,.9767,1.1603,1.3293,1.1866,1.0314,1.2534,1.2497,1.0640,1.0021,1.1278
2001-10-31,.7718,.2591,.9010,1.2064,.6663,.2352,.5979,.7788,1.1037,.7556,.6917,.9987,.0084,1.2646,.9544,1.5068,.9858,1.0117,1.3756,.9246,1.3283,.9262,1.2316,1.8811,1.3154,.8007,.6994,.6355,1.0677,.7738,.6146,.6267,1.1067,.5189,.8180,.6524,.7043,.8583,.1765,.9200,.7869,.8426,.6600,.6492,.5618,.7177,1.0290,.7679,.5925,.7294,.9521,.7851,.6658,.7242,1.1714,.7505,.5908,.7203,.7978,.7198,.6074,.7541,.7111,.6196,.5681,.6700
2001-11-30,.4066,.1748,.4410,.6909,.2796,.1636,.2459,.3621,.6033,.3052,.1080,.5079,.0041,.7219,.4779,.4531,.1580,.5139,.8137,.4652,.9399,.4327,.6954,1.1330,.8912,.4673,.3794,.3292,.6123,.3950,.2944,.3069,.6390,.3621,.3896,.2968,.3128,.4882,.1667,.4943,.3732,.3957,.3719,.3654,.3236,.4026,.5566,.4142,.3284,.3974,.5244,.4420,.3788,.4096,.6259,.4261,.3434,.4119,.4731,.4254,.3698,.4353,.4363,.3614,.3303,.3858
2001-12-31,.2100,.1169,.2833,.4412,.1706,.0990,.1336,.2363,.3982,.2148,.1068,.3326,.0035,.4881,.3136,.2962,.1234,.3413,.5492,.3105,.4789,.2588,.4281,.6783,.4514,.2771,.2397,.2198,.3611,.2542,.1977,.2045,.3016,.1947,.2366,.1967,.2087,.2686,.1327,.2649,.2276,.2544,.2482,.2415,.2150,.2678,.3691,.2765,.2179,.2633,.3477,.2928,.2503,.2714,.4278,.2853,.2268,.2749,.3118,.2811,.2434,.2881,.2871,.2385,.2185,.2549
2002-01-31,.4100,.2487,.2782,.4183,.4042,.1897,.3333,.3203,.4200,.5003,.2055,.2847,.3180,.5302,.2460,.4039,.1784,.3629,.5012,.3464,.3505,.2140,.2794,.4435,.3014,.1733,.1493,.1366,.2384,.1651,.1227,.1280,.3612,.2061,.1667,.1238,.1349,.3855,.2199,.1961,.1486,.1588,.1536,.1499,.1339,.1676,.2318,.1738,.1365,.1651,.2183,.1840,.1572,.1706,.2723,.1800,.1425,.1732,.1956,.1762,.1527,.1807,.1802,.1492,.1364,.1599
2002-02-28,.2666,.1633,.1461,.2349,.2500,.1307,.1860,.1632,.2258,.2988,.1414,.1512,.1541,.2829,.1371,.2851,.1305,.2217,.2969,.2142,.2825,.1309,.1867,.3382,.1898,.0997,.0856,.0780,.1827,.0952,.0702,.0727,.2001,.1220,.0941,.0709,.0773,.2050,.1402,.1097,.0855,.0916,.0886,.0865,.0773,.0966,.1340,.1005,.0788,.0954,.1261,.1062,.0908,.0984,.1580,.1041,.0823,.1002,.1130,.1017,.0882,.1043,.1041,.0862,.0788,.0924
2002-03-31,.2295,.0958,.2549,.2712,.1660,.0506,.1330,.1752,.2190,.2320,.0864,.2717,.2085,.2783,.2670,.3732,.1148,.2636,.3243,.2656,.4260,.1944,.3119,.4218,.4216,.2626,.2375,.2297,.3308,.2671,.2115,.2304,.3558,.1412,.2896,.2246,.2476,.2730,.0931,.3234,.2777,.2723,.1265,.1581,.1017,.1392,.2600,.2006,.1244,.1405,.2162,.1482,.1134,.1318,.2567,.1427,.0836,.1287,.1786,.1456,.1146,.1580,.1634,.1302,.1172,.1318
2002-04-30,.5698,.1968,.4131,.4561,.4646,.1495,.3969,.3416,.3901,.5350,.0745,.4154,.0257,.4293,.3676,.5693,.0971,.3736,.4739,.3073,.7412,.2894,.4839,.6279,.6391,.3190,.3021,.2476,.4964,.3154,.2918,.2854,.6551,.2406,.3855,.3173,.3271,.6754,.1990,.5864,.4327,.4188,.2332,.2226,.1834,.1978,.4402,.3085,.2146,.2146,.2349,.2019,.1831,.1914,.4691,.2312,.1735,.2187,.1446,.1452,.1185,.1730,.1356,.1686,.1759,.1795
2002-05-31,1.9938,.3059,3.5049,3.0646,.8995,.2859,.8254,2.7909,2.7887,.9530,.0926,3.8732,.0191,2.7265,3.7512,1.1706,.2245,3.6707,2.7611,3.4253,3.3513,.5185,4.6595,3.3953,4.6107,3.3731,2.9786,2.5458,3.7819,2.9219,2.3790,2.4294,3.8696,.8065,2.8249,2.3930,2.4920,2.5810,.3350,3.3497,2.8418,3.8734,3.7416,3.8939,3.6611,4.4879,5.4286,4.3631,3.7040,4.6410,5.5124,5.0830,4.5140,4.7878,5.5284,4.7073,4.1958,4.6539,4.6652,4.7672,4.1723,4.9422,4.4596,4.1602,3.7736,4.5663
2002-06-30,1.7476,.3052,3.4332,3.4506,1.1552,.2472,.7595,2.8403,3.6111,.9648,.0360,4.1603,.0129,3.6733,4.5481,.9588,.0697,4.2354,3.6826,4.2874,2.8037,.3208,4.8113,3.7319,5.1038,4.3821,4.0623,3.7336,4.9455,3.9328,3.5470,3.5615,2.9686,.9050,3.6370,3.4592,3.5429,2.6923,.3368,3.8058,3.6539,4.8503,5.5918,5.1609,5.1005,5.8333,6.8201,5.4678,5.0869,6.0005,7.3571,6.4890,6.0028,6.2250,6.9699,6.0316,5.8109,6.0476,6.8597,6.4291,6.0124,6.4928,6.4737,5.6944,5.3083,6.1610
2002-07-31,.9037,.1798,2.8112,2.2840,.4638,.1428,.2394,1.2259,2.1659,.2085,.0305,3.4787,.0091,2.4448,3.8038,.2368,.0663,2.8603,2.7435,3.7072,2.9576,.2716,3.5675,3.4061,4.0847,3.2658,2.9318,2.7937,3.8253,3.2069,2.5889,2.7107,1.3878,.6986,3.0852,2.5818,2.7289,.9262,.2139,3.4693,2.9459,3.3677,3.0687,3.1086,2.9390,3.5413,4.4442,3.6240,3.0928,3.7136,4.2759,4.0091,3.6056,3.7974,4.4403,3.8159,3.4646,3.7808,3.8593,3.8070,3.4346,3.8563,3.6076,3.4156,3.1440,3.7052
2002-08-31,2.6217,.3295,3.3071,5.5536,1.2210,.2727,.7884,3.8822,5.5695,.7739,.0234,3.6717,.0060,6.0370,3.5618,.2275,.0540,4.4122,6.3150,3.3846,6.0230,.2201,5.1529,7.8052,4.4707,2.9466,2.4056,2.0960,3.5150,2.5885,1.7492,1.8244,4.0992,1.5441,2.2299,1.6319,1.8005,3.8084,.3768,2.3974,1.9357,2.7545,2.1523,2.6304,2.1326,3.0631,4.1525,3.0490,2.2217,3.2618,3.9530,3.5489,2.8962,3.2017,4.2836,3.3780,2.6369,3.2818,3.3204,3.3871,2.7194,3.4638,3.0644,2.7810,2.3390,3.2005
2002-09-30,1.8250,.5405,1.3585,2.7545,2.4101,.5566,2.1071,1.2585,2.4437,2.9607,.0165,1.5455,.0039,3.6188,1.4051,4.7347,.0394,1.6936,4.1528,1.5831,4.1544,1.6843,1.9113,4.3878,2.0230,1.1872,.9686,.8787,1.4958,1.0909,.7384,.7953,1.3702,.7488,1.0434,.7242,.7899,1.2703,.6509,1.1674,.8180,.8593,.7875,.8533,.7340,.9439,1.2086,.9225,.7497,.9380,1.2203,1.0494,.9038,.9705,1.3441,.9981,.8452,.9770,1.0572,1.0286,.8763,1.0559,.9839,.8560,.7743,.9367
2002-10-31,.6709,.2876,.7628,1.1102,.5214,.3204,.5059,.6447,.9945,.7754,.5757,.8855,.0026,1.2079,.8328,3.1526,.9380,.9407,1.3425,.9035,1.8079,1.5125,1.2229,1.8060,1.5416,.9282,.7996,.7209,1.0952,.7882,.6454,.6590,.9903,.6195,.7474,.6299,.6630,.7804,.3056,.7886,.6835,.8250,.6364,.7332,.5930,.7671,1.0013,.8023,.6146,.7781,.9532,.7918,.6819,.7353,1.0474,.7774,.6397,.7565,.8910,.8119,.7184,.7919,.8247,.6729,.5961,.7248
2002-11-30,.4182,.1859,.4333,.6926,.3274,.1808,.2912,.3887,.6229,.3447,.0917,.4959,.3337,.7448,.4616,.6327,.2735,.5513,.8372,.5255,1.1196,.5536,.7332,1.1230,.8802,.4631,.3869,.3379,.6188,.4011,.3020,.3146,.6431,.4271,.3716,.2943,.3141,.4750,.2071,.4179,.3326,.4078,.3729,.3978,.3531,.4536,.5945,.4648,.3657,.4633,.5702,.5060,.4349,.4695,.6754,.5033,.4090,.4888,.4971,.4888,.4255,.4981,.4606,.4172,.3742,.4574
2002-12-31,.3999,.2129,.3486,.5157,.2899,.1624,.2611,.2704,.4351,.2872,.1120,.3510,.0468,.5437,.3099,.4122,.1732,.3655,.5571,.3525,.6601,.3817,.4545,.6820,.5719,.3181,.2653,.2506,.4161,.3153,.2135,.2460,.4623,.3129,.3044,.2117,.2424,.3923,.2099,.3089,.2273,.2726,.2508,.2656,.2350,.3014,.3955,.3097,.2432,.3067,.3828,.3361,.2899,.3123,.4589,.3377,.2746,.3282,.3406,.3260,.2845,.3314,.3164,.2780,.2496,.3054
2003-01-31,.7455,.3108,.6182,.7565,.7418,.2812,.6926,.6450,.7276,.8451,.2919,.6911,.3036,.8962,.6552,.9701,.3467,.7800,.9486,.7347,1.0615,.4473,.7648,1.0283,.8266,.4142,.3116,.3450,.5573,.4415,.2112,.2795,.6222,.3059,.3506,.1840,.2138,.5721,.2679,.2962,.1691,.1733,.1773,.1973,.1595,.2170,.2572,.1983,.1561,.1974,.2615,.2254,.1901,.2071,.2984,.2144,.1733,.2080,.2157,.2101,.1814,.2189,.1982,.1769,.1592,.1940
2003-02-28,.1743,.1066,.1255,.1886,.1396,.0849,.1234,.1198,.1770,.1638,.0782,.1424,.0264,.2124,.1317,.1850,.0969,.1582,.2308,.1511,.2565,.1542,.1863,.2722,.2063,.1231,.1021,.0939,.1512,.1111,.0801,.0862,.1403,.1076,.1007,.0770,.0830,.2189,.1120,.1086,.0854,.0999,.0943,.1004,.0886,.1137,.1470,.1144,.0900,.1137,.1421,.1256,.1083,.1168,.1712,.1237,.0999,.1200,.1236,.1208,.1044,.1236,.1139,.1019,.0917,.1117
2003-03-31,.1023,.0642,.0978,.1394,.0919,.0593,.0747,.1001,.1406,.1041,.0538,.1141,.0221,.1683,.1071,.1457,.0743,.1390,.1778,.1722,.1926,.1184,.1386,.2001,.1549,.0893,.0727,.0681,.1124,.0827,.0571,.0625,.1064,.0822,.0730,.0547,.0594,.1089,.0658,.0780,.0594,.0698,.0653,.0697,.0612,.0791,.1026,.0801,.0627,.0793,.0993,.0875,.0751,.0812,.1201,.0869,.0701,.0843,.0859,.0840,.0730,.0860,.0794,.0713,.0640,.0782
2003-04-30,.1439,.0676,.1296,.1441,.1327,.0565,.1203,.1235,.1500,.1402,.0308,.1430,.0181,.1607,.1470,.1679,.0483,.1509,.1684,.1623,.2104,.0996,.1570,.1883,.1849,.1004,.0884,.1050,.1460,.1154,.0829,.0926,.1573,.0771,.1167,.0836,.0886,.1616,.0660,.1345,.1042,.0824,.1032,.0889,.0837,.1056,.1128,.0821,.0605,.0619,.1328,.1041,.0834,.0937,.1215,.0585,.0466,.0562,.0612,.0669,.0505,.0878,.0552,.0494,.0525,.0532
2003-05-31,1.1052,.2557,1.8800,1.9570,.9443,.2436,.8107,1.7704,1.8947,.9545,.0775,1.9709,.0106,2.0136,1.9523,1.0961,.1212,1.9999,2.1372,1.9070,1.5928,.3657,2.1784,2.3745,2.2901,1.8343,1.6973,1.6164,2.0064,1.7270,1.5481,1.5760,2.1159,.5718,1.6920,1.5501,1.5915,1.8023,.2627,1.8561,1.7048,1.7978,1.6271,1.7161,1.5921,1.7919,2.0658,1.7841,1.6141,1.7688,2.0772,1.9009,1.7456,1.8188,2.0062,1.7183,1.5909,1.6915,1.9281,1.8626,1.7271,1.8804,1.8315,1.7230,1.6319,1.7836
2003-06-30,2.1155,.3614,2.3205,2.6137,1.5290,.2748,1.2062,2.4980,2.5968,1.3454,.0301,2.6357,.0062,2.9730,2.6074,1.7229,.0411,2.7827,3.2944,2.3047,3.2492,.7215,3.3355,3.7697,2.6641,1.5371,1.2689,1.1700,2.1977,1.5719,.9874,1.0779,2.3828,.8514,1.2655,.9384,1.0368,2.1245,.3992,1.4162,1.1035,1.2040,1.0778,1.1658,1.0131,1.3752,1.7660,1.2765,1.0603,1.3315,1.8312,1.6387,1.3900,1.5040,1.6859,1.3672,1.2777,1.3889,1.7862,1.6398,1.3991,1.5935,1.6193,1.3594,1.1522,1.5022
2003-07-31,1.0628,.3013,1.9312,2.1040,.9284,.2777,.7835,1.3711,2.2372,.9711,.0250,2.4390,.0042,2.2628,2.5714,1.2777,.0371,2.2520,2.4599,2.5523,1.8161,.5612,2.5191,2.6766,2.7012,1.9758,1.7682,1.7696,2.2685,1.9962,1.5336,1.6242,1.4116,.5824,1.7444,1.4628,1.5232,1.2340,.2971,1.7409,1.4519,1.5719,1.5705,1.7401,1.6030,1.9714,1.9401,1.6186,1.4384,1.7088,2.2559,2.1152,1.8244,1.9680,1.9293,1.6230,1.4304,1.5985,1.7263,1.8737,1.5893,2.0206,1.5501,1.5504,1.4619,1.6486
